review,rating
Zeer goed en snel,5
Makkelijk te bestellen en goed berichtgeving over de bezorging.,5
uitstekend smaakvolle maaltijdPrecies zoals die bedoeld was.- puntje temperatuur te laag.,4
"Ruime keus van aanbieders in de regio, makkelijk aangeven dat je contant wilt betalen en met hoeveel geld je wil betalen. Tijdstip van bezorging kan je ook aangeven.Prima dus!",5
Ik vind uw online bezorgsysteem heel prima. Ik kan makkelijke manier op bestellen. Dat is handig en veilig!,5
Kan alle restaurants vinden in mijn omgeving. Kan ook makkelijk bestellingen plaatsen. Dus is wel een handige app,4
Het was een hele makkelijke manier om te bestellen geen problemen en zeker voor herhaling vatbaar. Klasse!,5
"Prima, niet verkeerd maar niet perfect",3
"Ik had de bestel tijd om 17,45 gevraagd, en 17,50 waren ze er. En alleen te laat omdat ik mijn huisnummer verkeerd had geschreven. Goeie service, super lekker eten. We bestellen hier altijd en nooit spijt. We blijven bestellen.",5
goed bevallen,5
Ik heb er voor het eerst gebruik van gemaakt het is goed bevallen de bestelling was er vlot en correct,5
snel makkelijk en handig,5
"Lekkere pizza's en voldoende keuze. Het enige wat ontbrak was, dat er geen salades te bestellen waren!",5
Goede en snelle manier om eten te bestellen.,4
Veel keuze op de menukaartLekker etenNog goed warm bezorgd,5
Was super geweldig optijd en het eten was heeeeerlijk zeker voor herhaling vatbaar 👍🏻,5
Snel bezorgd en t was lekker!! Enige was dat ik Tzatsiki te weinig vond voor € 1.50.,4
Het was een hele makkelijke manier om te bestellen geen problemen en zeker voor herhaling vatbaar,4
"Alles is goed gegaan, behalve de 1,50 euro bezorgkosten is ook in rekening gebracht, terwijl ik een bestelling had geplaatst dat ik geen bezorgkosten hoefde te betalen.",4
De bestelling was snel bezorgd en het eten was erg lekker en ruim voldoende...,4
"Super dat het gewoon 30 minuten duurde en dat de pizzas aanwezig waren. Indicatie was vooraf gegeven zoals gevraagd. Nette heer die mij vriendelijk te woord stond.Uiteraard, de pizza's smaakten zoals het hoorde.",4
Niets op aan te merken . Vriendelijk op tijd en beleefd.,4
heel goed en makkelijk,5
"Bestelling was optijd en erg goed, warm lekker gewoon top.",5
"Makkelijke en duidelijke website voor het online bestellen van eten met ruime keuzes van bezorgrestaurants , ook het betalen gaat gemakkelijk en word duidelijk weergegeven . Ik heb verder niets toe te voegen , ik vond het fijn en mijn bestelling was snel geregeld en bezorgd dus voor herhaling vatbaar.",5
Op tijd perfect geregeld helemaal top,5
Goede site top,5
het was veel en lekker voor het eerst besteld maar gaan we zeker vaker doen.,5
"Salade was lekker fris. De bezorging was oke, maar de turkse pizza was niet erg goed te eten. Compliment aan de keuken, volgende keer bezorging iets vlotter graag.",5
Prima service gewoon vanuit de stoel je eten bestellen je wordt er wel lui van natuurlijk maar je kan in die tussen tijd wel andere gezellige dingen doen,5
"'s Middags besteld, precies op tijd besteld.Zeer tevreden.",5
"Vaste prik, lekkere malse vleesjes. Dik tevree",5
Extra transactiekosten en de bestelling kwam niet geheel aan. Volgende x doe ik het via Site van waar ik bestel zelf.,2
"Ik was high en had trek in pizza. Was South Park aan het kijken op Comedy Central. Zag tijdens een reclame de spot van Thuisbezorgd.nl dus besloot een New York pizza te bestellen. Uurtje wachten, pizza bezorgd. Nog steeds high en de pizza was heerlijk. Goed gemak, duidelijk keuze overzicht, goede service. 4/5Zou hoger zijn als ik minder lang had hoeven wachten.",4
"Bestel altijd via deze site, omdat die betrouwbaar is en doet wat hij belooft.",5
"pizza's werden, ondanks heel erg slecht weer, keurig op tijd gebracht en nog super warm. Kwaliteit van de pizza kaasfondue was ook goed.",5
Het was lekker en snel,4
Goed geregeld,4
Let op: zou voooor de beoordeling moeten komen!! Dan zie je waar het om gaat!,4
"Helaas miste we een gerecht bij de bezorging, na een telefoontje werd dit snel opgelost.",4
"Half 6 besteld, 10 voor half 7 zou het bezorgt worden!Prima op tijd bezorgt door erg vriendelijke jongen!",5
Snelle levering.,4
altijd goed en goed service,5
UITSTEKENT EN VOORTREFFELIJK,5
was heel lekker,5
"Eten was heerlijk, snelle bezorging en zeker voor herhaling vatbaar! De lekkerste hamburger ooit!",1
"Bestelmodule mankeert weinig aan. Ik vind het overdreven dat er betaald moet worden voor iDEAL. Wij moeten extra betalen voor normale service, maar het restaurant moet geloof ik 11% betalen. Vind ik veel. Ik bestel volgende keer direct bij het restaurant.Gr",3
Snelle bezorging van hamburgers en patat.Nadeel dat de bezorgdozen best een open stuk hebben en daardoor de patat niet heel warm was.,4
Gewoon goed maar soms wat onoverzichtelijk bij de restaurants. Ik weet niet of dat aan Thuisbezorgd ligt of aan de restaurants.,4
De bestelling werd super snel af geleverd!,4
"Per ongeluk verkeerde pizza besteld en ondanks dat t mijn fout was, brachten ze toch de pizza die ik eigenlijk had willen bestellen. Super service!!",5
Ik heb al diverse keren een bestelling gedaan waarbij ik niet aan het minimum bestelbedrag kwam en daardoor mijn bestelling niet bezorgd werdIk ben een alleenstaande man en eet niet zoveel maar als ik tiien cent te kort kom word er niet bezorgd dus voor mij hoeft thuisbezorgd.nl niet meer,3
het eten wat heel goed en lekker zag er goed verzord uit. PRIMA,5
"De pizza's waren heerlijk en heel warm, en het stokbrood kwam vers uit de oven. De bezorgtijd was supersnel!! Was net zo goed als we van hen gewend zijn !!",5
Super lekker!!,5
Makkelijk te bedienen,5
Het eten van Bombay palace was prima,4
Dat je een euro meer betaald voor ideal betaling,3
Het wat heel. Lekker en veel voor je geld. In ga vaker bij kullie bestellen dinie.van ingen. Limmen,5
Thuisbezorgd App is makkelijk te gebruiken. Duidelijke informatie en goede beoordelingen bij de restaurants.,5
Friet mag wel meer gekruid zijn het was voorheen wel.,4
Ik geef ze een dikke 10,5
Maar je zal als trouwe klant nooit een keer een goede korting krijgen op een bestelling. Dit is iets wat mij tegenvalt. Waarom niet een puntensysteem of stempelkaart waarmee je voor korting kan sparen op je volgende bestelling?,4
"Prima, correct, snel en zeker voor herhaling vatbaar.",5
"ik zag pas toen ik al betaald had dat ik transactiekosten heb betaald, en had dan liever rechtstreeks bij de pizza-boer besteld, scheelt weer een euro.",3
"Op zich prima website alleen jammer dat als ik een actiecode invul en op enter druk (met toetsenbord, dus niet met muis) , dan wordt de bestelling bevestigd maar de actiecode (en bijbehorende korting) staan niet geregistreerd!",4
Smakelijke pizza :),5
"De openingstijden van sommige eetgelegenheden waren niet correct, waardoor ik uiteindelijk niet at waar ik wel zin in had.",3
"Snel, makkelijk, met alle keuzes op een rijtje",4
De bezorging en eten was uitstekend en lekker.,4
Het ging zo makkelijk effe intoetsen wat je wil hebben welke saus etc. En ook nog via ideal betalen. Ideaal!!!,5
Het contact tussen thuisbezorgd.nl en het restaurant werkte vertraagd en mijn bestelling was niet doorgekomen(zelf gebeld).Alsnog de bestelling telefonisch doorgegeven en die was binnen 10 minuten geleverd. Ook thuisbezorgd.nl op de hoogte gesteld en heb een kortinscode gekregen. Al met al zeer tevreden.,5
Heerlijk gegeten.....super makkelijk zo online bestellen...Hebben er weer een tevreden klant bij,4
Het sushi was heel lekker niks op aan te merken,5
Ik makkelijk kunnen bestellen. Alles duidelijk,4
"De vernieuwde site van Thuisbezorgd vind ik niet goed. Voorheen was ik binnen de minuut klaar, nu heb ik er 10 minuten over gedaan om de bestelling te plaatsen.Het bestelde eten was heel goed, de bezorging ook.",4
Al jaren goed !,5
Om half 7 besteld en ik denk serieus 15 min later al binnen!! Wat een topsnelheid en dat op het drukste moment van de dag! Het eten was heerlijk en ook echt nog heet! Kwam dus net van het fornuis.,5
De uitvoering van mijn bestelling verliep in 1 woord vlekkeloos!,5
"Site is duidelijk. Fijn dat er verschillende betaalmogelijkheden zijn, dat maakt het voor de bezorgers op den duur misschien ook wat veiliger.",5
keurig op de tijd die ze beloofden en voldoende eten voor zelfs zes personen.,5
"Online besteld, betaald en het eten is bezorgd. Zo simpel en doeltreffend kan het zijn.",5
Goed gedaan en snelle bezorging,5
"alles gaat heel eenvoudig , makkelijke stappen .",5
zowel het eten als de bezorging was keurig,4
"Om 17.07 bestelling geplaatst, later sms ontvangen: ""eten wordt om 17.37 bezorgd"". Om 17 25! stond al bezorger bij de deur =)))TOP",5
"Regelmatig laat ik iets bezorgen via thuisbezorgd.nl, omdat er heel veel keus is en ze netjes volgens afspraak bezorgen",5
Gebruiksvriendelijk,5
Bij verschillende bedrijven maaltijden besteld. Maaltijden komen op tijd en bijna altijd volledig in een keer de juiste bestelde hoeveelheid.,4
"In mijn avonddienst op het laatste moment eten bestellen, altijd een snelle levering. Toppie!",4
"Een erg handige site, waar je snel en gemakkelijk bij allerlei tenten eten kan bestellen!",5
"Het bestelde eten kwam snel, het was warm en smaakte prima. De verhouding prijs/kwaliteit was heel goed. De website van thuisbezorgd was bijzonder overzichtelijk; daar ga ik dus zeker vaker (zo niet altijd) gebruik van maken.",5
Fijn dat je bij verschillende restaurants via 1 website kan bestellen. Top. Scheelt een hoop zoekwerk. Ook fijn als je met meerdere mensen bent en iedereen heeft trek in iets anders.,5
"Ons eerste online bestelling was via Thuisbezorgd beslist geen miskleun. Alles was tot aan de bezorging geweldig, en is zeker voor anderen een aanrader!!!",5
gebruiksvriendelijke site,4
Prima bezorging,5
Mooi. Op maat. Naar wens,5
"Wij zijn zeer tevreden over thuisbezorgd! Er is een keer wat mis gegaan, maar thuisbezorgd.nl heeft dat toen netjes en goed opgelost!",5
Wij hebben heerlijk gegeten en het eten werd op tijd bezorgd. 👍🏻 restaurant voor herhaling vatbaar!,5
Ze waren heel snel. En was lekker. Wat koud hoorde was koud en vs. 👌🏾,5
goede ervaring,3
Duidelijk. Veelzijdig en gemak met I-deal,4
"Onze favoriete shoarma tent bezorgt alleen met contante betaling, via thuisbezorgd.nl, kan ik toch met de pin betalen en hoef ik niet extra de deur uit om even snel te pinnen.",5
Uitstekende service en goed eten.,5
mocht iets warmer afgeleverd verder goed van smaak,4
Het is heerlijk soms uit je werk eten te bestellen en dat het correct en snel bezorgd word. Dank je wel. Een werkende moeder.,5
Het eten was goed en we hoefden niet lang te wachten!,4
Tevreden over de site. Werkt top.............,5
"Prima een 9,5",5
Groot bestel gemak en levering was op tijd en producten waren prima. Betaling was ook eenvoudig geregeld.,4
Ik heb een hele lekkere en snel bezorgde maaltijd gehad.Ga zeker vaker doen.,5
"Afgelopen week laat thuis van werk en 2 schotels besteld. Binnen half uur bezorgd. Goed warm, vers, salade apart en daardoor knapperig, 3 sauzen en smullen maar! Wij onthouden dit adres.",4
ik heb heerlijk gegeten,5
Goed en snel geleverd,5
Mooi op tijd volgens gevraagd tijdstip.Alle gerechten nog lekker warm.Met smaak gegeten.Echt een aanrader !!!,5
"soepel bestel proces, geen klachten",4
Zoals boven al aangegeven niets anders dan lof!!!,5
"Zeer tevreden, lekker makkelijk, veel keuze en ziet er zeer verzorgd uit!",5
Erg praktische website om inzicht te krijgen wat er aan eten in de buurt bezorgd kan worden en vervolgens een bestelling te plaatsen.,5
"Nadat ik een paar keer een bestelling gedaan en me had uitgelogd, kon ik niet meer inloggen. Ik was niet bekend bij thuisbezorgd.nl.. Ik heb voor de zoveelste keer mij weer aangemeld.",3
"Het was de eerste keer dat we hadden Thuisbezorgd.nl gebruikt. Website eenvoudig te gebruiken, levering was precies op tijd, heel vriendelijk medewerker.Zeer tevreden........bedankt Thuisbezorgt.nl....tot de volgende keer!",5
deze week voor t eerst gebruikt en ik ga t zeker vaker doen.. Lekker makkelijk..,4
duidelijke en super makkelijk,5
Makkelijk kiezen uit verschillende restaurants tis overzichtelijk en duidelijk,5
Lekker eten en snel bezorgen,5
Na mijn vraag over wat voor een vlees er werd gebruikt in de shoarmaNam de jongeman van thuisbezorgGelijk contact op met de shoarmazaakDat vind ik zeer goed.,5
Eten mocht ietsje warmer . Verder was alles goed . Op tijd en netjes.,4
"Snelle bezorging. Het eten was heerlijk en lekker warm, vers en kleurrijk. Lieve bezorgster netjes ook. Ik vind het de beste cafetaria van vianen en gelukkig is alles hallal. Prijzen zijn perfect en geen bezorgkosten. Hoera!!!",5
Het was voor mij een prettige ervaring bij de eerste kennismaking met Thuisbezorgd.nl. Helder en duidelijk. Ik kan het iedereen aanbevelen.,5
Goed en snel.,5
Goede eetgelegenheid.,4
Ik vind dat jullie goed bezig zijn top!,5
Overzichtelijk en snel,5
"Op tijd bezorgd, heerlijk gegeten tegen een redelijke prijs",5
Ben heel tevreden over bestel tijdHet is goed warm,5
Super! Was zeer goed.,4
Wij waren erg tevreden al had het wel iets warmer gemogen want dat maakt vel verschil in de beoordeling anders was het 5 sterren geweest,4
"het was heerlijk, vooral de Big Apple burger is waanzinnig",5
heel gemakkelijk te gebruiken,5
Een mix besteld bij Leonardo en Lichtenvoorde. Prima kwaliteit voor de prijs alleen voor één persoon is het veel te veel.Lekkere aardappels maar....te veel.Lekker vlees maar............... te veel.Mag echt de helft minder.,4
Als je snel wilt bestellen...gewoon even online eten bestellen.,4
"Ruime keuze uit div. soorten eten.Bestelling is makkelijk te plaatsen.Vlot bezorgd, en het eten smaakte uitstekend.",4
Goed op tijd en bezorger was netjes en beleeft,4
Precies op de tijd die opgegeven had is het eten bezorg en wat warm moest zijn was warm.,4
Het bestellen gaat simpel. Er zijn voldoende goede restaurants bij aangesloten.,4
Het is overzichtelijk en makkelijk aftereken maakt niet uit waar je bent zolang je GOS aanstaat heb je altijd een restaurant in de buurt,5
"Voor de eerste keer iets besteld via de website, maar zeker voor herhaling vatbaar.",5
Eten uit kiexen bij een zaak in de buurt zonder te bellen of iets en snel gedaan.,5
Bezorging duurde ongeveer 3 kwartier. Prima broodje. Op de site heb ik kennelijk de optie gemist om hem warm te bezorgen?,4
"Heel handig! Uitgebreid en veel keuzes, ben blij dat dit bestaat.",5
"soms bestellingen die niet ontvangen worden of bestellingen die dubbel voorkomen, meestal worden we goed geholpen door jullie callcenter maar het komt 1/10 keer voor dat een wijziging niet of niet accuraat word doorgegeven. daarbij behoren wij tot een groep restaurants en heb ik al meerdere keren aangegeven dat ik 10 procent hoor te betalen tot op heden is dat niet gebeurt.",2
Het was erg lekker en een aardige koerier. Zal hier zeker nog een keer bestellen,5
Exact op de gewenste tijd bezorgd. Prima!!,5
"Snelle bezorging, keurig eten.",4
Bestellen via thuisbezorgd is wel redelijk makkelijk in de zin van je hebt alles bij elkaar.Alleen afgelopen vrijdag was geen pretje lag hem vooral aan de software. Veel vertraging On overzichtelijk. Verder gaat het wel redelijk goed. Een gemis Is een duidelijk beeld van wachttijden. Je krijgt een indicatie van 19.10 en dan wordt het toch 19.25. Regelmatig lange onduidelijke wachttijden voor dat het eten op tafel staat en je tast in het duister dan en je moet contact opzoeken met de bezorger. Thuisbezorgd geeft in dat geval geen support terwijl dat wel zou kunnen /moeten. Maar al met al redelijk.,3
Gewoon altijd goed gereld.,4
Garnalen met oestersaus groenten en rijstWas heerlijk van mij hadden de groenten iets Langer bakken mogen worden Vond ze net iets the knapperig. Verder alles oke. De grote van de portie was top je krijgt waar voor je geld,4
Een heel goede oplossing,5
"Durf ook eens iets minder bekends te bestellen, nadat je gevraagd hebt wat het is.",4
"Eten besteld bij de Peramide ...lekker warm, en op de afgesproken tijd.Top servies.",5
Ia wel gemakkelijk om via jullie te bestellen alleen het vooruitbetalen vertrouw ik niet meer en doe het nooit meer vorig jaar via jullie betaald en niets gehad volgende dag aan de eigenaar laten weten ja moet je via thuisbezorgd.nl aanmelden heel gedoe weggegooid geld dus vertrouw het niet meer bijna 30 euro weg,4
Goed en netjes helemmaal Super,5
"Goede en snelle website, duidelijke informatie, prima keuze aan restaurants die ook hun afspraken nakomen, heldere communicatie na het bestelproces.",5
Jammer dat er niet vemeld word dat je 1 euro extra betaald via thuisbezorgt.nl. En dat vind ik nogal veel.,4
T eten werd snel geleverd en ook nog heel warm. Zeer tevreden!,4
Gewoon goed!,5
Zeker een aanrader om via thuisbezorgd te bestellen.,4
Tot nu toe is het alleen maar feest met thuisbezorgd bijna alleen maar goede restaurants met lekker eten sommige zijn wel een beetje duur maar ja je hebt de keusmaar verder ga zo door,5
heel makkelijk en snel,5
wij gaan hier vaker bestellen want het eten was super. Alleen de meloen was niet rijp en keihard.,3
Was heerlijk netjes verzorgd en niet lang hoeven wachten,5
De site is overzichtelijk en voorzien van diversiteit.,4
gemakkelijk bestellen en prima op tijd geleverd,5
"Makkelijk om te bestellen, geen poespas!",5
"Bijzonder gemakkelijke site, alleen jammer dat de bestelde maaltijden koud aankwamen.Lijkt me niet de bedoeling...",4
Prima niets aan toe te voegen!,5
Zeer mooi op tijd en warm .,5
"We hebben optijd online eten besteld, dus nog voor 17.00 uur en het was binnen no time bezorgd. Het eten was prima. Heerlijk zelfs. Goed warm ook nog. En ruim voldoende. Dus geen kleine porties o.i.d. we hebben genoten. 👍",5
Snel lekker en veel...een aan rader,5
"Alles gekregen, optijd en precies volgens order,bedankt!!",5
"Vriendelijke bezorging, op het goede tijdstip bezorgt en het eten van het Hapje was lekker",5
Prima keuze.Heerlijke pizza's ruime keuze.En snelle en goede levering.Wij bestellen er vaker en altijd naar tevredenheid.,5
"GOED,SNEL EN SERVICE",5
Ik vondt alles netjes en goed dus ben tevreden,5
Wij hebben alleen maar goede ervaringen met thuisbezorgd. Het is makkelijk bestellen en de app is duidelijk. Geen problemen. Wij zijn erg blij dat thuisbezorgd er is.,4
"Snel geleverd, lekker warm.",5
eten besteld en keurig op tijd gebracht.,5
Goeie app alles op tijd en goed afgesproken,5
Iedereen aan te bevelen.,5
Hoi allemaalIk zou iedereen de site aanbevelenAlles op een website idiaal,5
Ik vind het goed georganiseerd goede service,5
het eten via thuisbezorgd is voor mij altijd goed en lekker. zeker een aanrader. en het word altijd vrij snel geleverd :),5
"Bestellen was heel eenvoudig.Betalen gemakkelijk, keuze uit online of contant betalen.Het eten komt op tijd.Lekker gegeten :-)",5
"De site is overzichtelijk en gebruiksvriendelijk. Ik kreeg snel een duidelijk overzicht van de beschikbare ""eten-bestel-sites"" in mijn omgeving en ik zag ook snel wat de kosten van het eten en de bezorging zijn. Het bestellen wijst zichzelf en is snel gedaan. Zelfs met een baby op schoot en een vermoeide hongerige kleuter aan je voeten!Het enige moeilijke aan deze site is dat je nog moet kiezen wat je wilt eten ;-)",4
Super snel besteld en bezorgd. Voor herhaling vatbaar.,5
Mooi op tijd en lekker gegeten.,5
Het is heel duidelijk en makkelijk te gebruiken. En betaling via PayPal is super handig.,4
Tot nu toe is de bestelling altijd goed gegaan en op tijd bezorgd.Wij doen het altijd op deze manier.,4
Snel en makkelijk via de site bestellen. Werkt allemaal prima.,5
"Het is fijn dat thuisbezorgd het snel maar ook goed, warm bij je thuis brengt top service.Met vriendelijke groet,Auke van de Beek",5
Heb het op mijn telefoon als ergens anders werk of zo makkelijk en snel eten besteld,5
Goede ervaring.,5
"We hebben heerlijk gegeten, 2 dagen zelfs! Zoveel was er nog over.",4
Werkt echt perfect! Goede opvolging en fijne site... perfect gewoon!,5
Snel en goede door voer,5
"Tevreden. Op tijd bezorgd, lekkere sushi.",5
"Het is makkelijk en snel, vier klikken en je hebt het eten betaald. Nu alleen nog wachten op de bezorging. Win - win situatie, voor zowel het restaurant/cafetaria etc als thuisbezorgd.nl.",4
De laatste tijd regelmatig eten besteld. Tot op heden alleen maar goede ervaringen.,5
Ik vond dat alles super top ging. Het eten was netjes op tijd hier.Bestelling plaatsen ging ook erg makkelijk.Top!,5
"Wil ik mezelf verwennen met lekker eten, zonder dit zelf te koken, dan ga ik snel naar de website van thuisbezorgd. Snel en makkelijk bestellen, betalen en al gauw ook lekker thuis eten.",4
Het is heel erg handig voor wanneer je niet precies weet wat je wilt bestellen of waar je iets wilt bestellen. Het geeft je meerdere opties en het is fantastisch. Persoonlijk zal ik vanaf nu altijd hiernaartoe gaan om eten te bestellen. Dankuwel.,5
"Heel tevreden. Zowel over het tijdstip van leveren, als over de kwaliteit van het eten.",5
"De pizza's waren heerlijk, de bezorging was snel, bestelling was compleet, de koerier was heel vriendelijk. Alles was goed in orde. Perfect.",5
De bezorging was wel goed maar verder nooit weer bah,1
"Het eten zelf was heerlijk, zoals altijd. Voorheen bestelde ik bij Mario maar die van New York zijn vele malen beter! KlasseNog nooit zo'n aso bezorger aan me deur gehad.Ik wilde eerst het wisselgeld terug om daarna een fooitje van €2 te geven maar de bezorger deed alsof hij geen muntgeld meer had. Toen ik zei dat ik anders wel bij filiaal wilde afrekenen. Toen had hij ineens wel wisselgeld..",4
"ik vind het heel gemakkelijk om zo mijn eten ergens te bestellen , heel overzichtelijk.",5
"De Roti was heerlijk, goed op temperatuurMijn man had twee broodjes besteld de rundvlees was heel goed gevult alleen de kip was mindergevuld. Maar de smaak was heel er goed.Zal zeker weer een bestelling plaatsen.",5
Binnen het uur een heerlijke hete!! pizza!,5
"Lekker gegeten, eten was goed warm en ruim voldoende. Smaak was prima. Je moet geen haast hebben: We moesten er wel een goed uur op wachten. In ons geval was dit geen probleem.",4
"Ik vind het persoonlijk erg raar dat wanneer je via Ideal betaalt, je een euro extra moet betalen. Zo werk je het in de hand dat bezorgers met geld over straat moeten omdat contant betalen goedkoper is...",3
Prima...ga zeker weer bestellen bij Thuisbezorgd.nl,5
"Erg makkelijk. Bestellen, via i-deal betalen. Bezorgd met een half uurtje.",5
Sneller bezorgd dan verwacht en goede kwaliteit! Leuke bezorger!,4
Zeer goed en duidelijk,5
De app is handig als je geduld hebt. Omdat de app eerst je lokatie zelf wilt vinden duurt het een lange tijd voordat je kunt beginnen met zoeken. Het zou ook handig zijn als je direct op restaurant naam kunt zoeken.Het bestellen zelf gaat makkelijk en snel. De levertijden kloppen niet altijd.,3
Voor ons werkt het allemaal perfect. Hoeven zelf meer uit te zoeken en ingewikkelde of niet werkende website van restaurants te gebruiken. Kortom wij zij er blij mee. Sommige restaurants hebben alleen te lange bezorg tijden. Hopelijk wordt er wat met de kritiek op de desbetreffende restaurants gedaan.,4
"Het eten was er een half uur na bestelling. Goed, warm en goed ingepaktwaNetjes bezorgd. Zeker voor herhaling vatbaar.",5
"Snel bezorgd, warm en lekker!!",5
"goed, snelle bezorging",4
Lekker makkelijk en zeker aan te bevelen.,5
Ik kreeg mijn eten op de afgesproken tijd en het was weer goed,4
Kan niet beter,5
Jullie hebben goed gedaanBedankt👍👍👍👍,5
"Ik vind thuisbezorgd een zeer goede service, Echt handig als je even niet de deur uit kunt en je een keuze wilt maken uit diverse keukens.",4
"Ik zie dit alleen maar als tussenstap, ik bestel via thuisbezorgd en thuisbezorgd leidt het verder naar waar ik het eten wil bestellen, bij mij ging alles goed, eten snel bezorgd, eten goed. Dit is echter niet de verdienste van thuisbezorgd. Als het misgaat hoeft het dus ook niet aan thuisbezorgd te liggen. dus eigenlijk heeft deze recensie weinig zin.",3
Ik vind thuisbezorgd super en handig als je lekker wil eten en word meestal snel gebracht toppie,4
"zoals altijd.....op tijd, en lekker veel",5
Ga zo door met de goede service.,4
Het was een Zeer goede pizza maar de bezorger kon het niet vinden helaas koud maar koude pizza is het lekkerste,5
Het eten wordt snel bezorgd.,5
"2sterren voor de pizza, 2sterren voor de diarree die uit mijn 1e ster kwam",5
Bestelling was meer dan ruim optijd bezorgd goede service!,3
Bezorger sympathiek÷en klantgericht. Niets op aan te merken,4
Snel geregeld. Jammer dat er niet meer uit onze woonplaats aan meedoen. Site komt professioneel over.,5
Ideale manier om eten te bestellen,5
"Makkelijk, overzichtelijk, en op tijd bezorgd.",5
"Het be st elde eten was lekker , goed warm, en snel bezorgd..",4
Alle restauranten staan overzichtelijk en duidelijk in,5
Ondanks de afstand was het eten warm en lekker,4
"overzichtelijke site.uitgebreid aanbod, er zijn veel winkels te vinden.Makkelijk in gebruik. Binnen enkele kliks heb je een bestelling geplaatst.",5
Snel en veilig,4
Geweldige ervaring. Ergens in Nederland besteld en vele kilometers verder op locatie bezorgd. Keurig binnen niet al te lange wachttijd. Mooi dat dit kan via een mobiel..,4
"Zeer goede eten , warm en heerlijk dank u wel",5
Na drie kwartier wachten een telefoontje van de pizzeria dat niemand van Thuisbezorgd is komen opdagen en dat ik de bestelling zelf kon komen halen.,1
Snel en prijswaardige,5
Alles naar wens uitgevoerd en just in time uitgevoerd. Cijfer 9.,5
"Snel bezorgd, eten was goed warm.",5
Keurige site. Nette bevestiging per mail.,5
Goed geregeld en snel afgehandeld. Eten binnen 30 minuten aan de deur!,5
Ervaringen zijn goed,5
Macaronischotel was lekker,4
"Zoals het hoort, vriendelijke chauffeur en goed en tijdig eten!",5
DuidelijkMakkelijkSnel,5
Gemakkelijk om te kiezen wat je wil. In bepaalde sectoren mogen wel meer aanbieders komen. Toch heel tevreden over de hele behandeling van de bestelling.,5
"Ondanks dat het bestelde eten een uur na de verwachte aankomsttijd pas aankwam en het allang koud was, was het nog aardig te eten. Thuisbezorgd zelf daarintegen kan er niks aan doen, en hebben een prima service met duidelijke uitleg. Dat compenseert het wel weer.",3
Heel tevreden over de bezorging alles netjes verzorgt en niet hoeven wachten,5
ben overgestapt naar just eat. Heb jaren lang met thuisbezorgd besteld maar nu heb ik er genoeg van. Het kwaliteit van service is onder maat en men doet alsof we geen geld betalen en het gratis is of zo. Neem maar en bekijk het maar verder of zo.,1
"Goed eten, goed verzorgd, goed op smaak, prima binnen de afgesproken tijd. Mijn complimenten en dank! Mw. S. K. (Castricum)",5
Zeer makkelijk en gebruikersvriendelijk,5
"Thuisbezorgd.nl een site die men met alle aanbieders die er zijn gerust mag u uitroepen tot de beste site die er is op het gebied van het bestellen van een ruime sortering van allerhande maaltijden, voor iedere smaak is er wel wat te vinden. TOPPIE!!!!!!!",5
Beste pizza en kapsalon ooit! echt geweldig lekker. komen bij deze tent zowieso vaker eten of bestellen!!!,5
Vooral het grote aanbod vond ik heel goed. Het bestelproces (selecteren van de gerechten) had nog iets soepeler gekund. Nu kwam je steeds weer terug bovenaan de lijst na een gerecht uitgekozen te hebben. Verder geen klachten en zeker aan te bevelen.,4
Het was erg lekker en werd snel bezorgd!,5
Niks aan veranderen werkt prima... wat mij vooral goed doet is het volgen van je bestelling.,5
Makkelijk in gebruik en genoeg keuze. Ook heel overzichtelijk!,5
"onze bestelling is gelijk in behandeling genomen, nadat het verstuurd is, uitstekende goede ervaring !!",5
"Het kwam heel snel aan en het kopen was niet moeilijk, vriendlijke bezorger en heel lekker eten",5
het gebruik van thuisbezorgd is simpel en snel Prima!,5
Keurig op tijd.,5
Erg makkelijk en handig als je geen zin of tijd hebt om te koken. Je hebt ruime keuze.,4
Na het heel handige bestellen via internet werd het geheel goed afgeleverd en op goede temperatuur.Men vond de friet lekkerder als van de plaatselijke cafetaria.Jammer van het 1 gemiste item maar werd correct nabezorgd.Hopelijk gaat in de organisatie de controle hiervan horen.Verder voor herhaling vatbaar.Thankxs.!!! en een goeie wedstrijd van PSV gezien!!!!,4
Goede site met geode bezorging,5
Prima service en kwaliteit,5
"Zeer gebruiksvriendelijke app om weten online te bestellen. Zeer overzichtelijk ook, echt een aanrader",5
Heel snel op tijd en eten is heel lekker,5
Het restaurant waar wij hebben besteld is 5 minuten bij ons huis vandaan.De 4 pizza's waren er binnen het half uurPrima dus!,5
Pizza Montana een aanrader!!!! Bestelling was op tijd en goed heet,5
"Was prima, op tijd, warm en genoeg.Kon in eerdere beoordeling mail geen sterren aangeven!!",4
Eten was er snel en smaakte uitstekend,5
Bij thuisbezorgd weet je zeker dat je snel eten in huis hebt. Het betalen gaat veilig en makkelijk en de factuur per e-mail is ideaal.,5
De bestelling die we hadden geplaatst werd netjes binnen de aangegeven tijd geleverd,4
Deze site is erg gemakkelijk in gebruik. Goede zoekfuncties en erg makkelijk dat je ook de reviews kan lezen over het restaurant waar je wat wilt bestellen. Maken er regelmatig gebruik van.Nee wij zijn erg tevreden over thuisbezorgd.nl,5
"Besteld, snel bezorgd, en prima eten.nix mis mee.....",5
